market_name,addr,business_week,context,ValidDate,Lontitude,Latitude,case_code,last_edited_date,type,badge_code,business_hours,business_hours_end
翁記肉品,臺南市安南區怡安路二段102號(果菜綜合市場),,,2023-12-12,120.199555,23.045435,2020121103094,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002683,,
肉攤,臺南市安南區怡安路二段102號(果菜綜合市場),,,2023-12-12,120.199555,23.045435,2020121103095,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002330,,
峙斌肉舖,臺南市安南區怡安路二段102號(果菜綜合市場),,,2023-12-12,120.199555,23.045435,2020121103097,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002256,,
安安肉舖,臺南市安南區怡安路二段102號(果菜綜合市場),,,2023-12-12,120.199555,23.045435,2020121103098,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002261,,
輝雄肉舖,臺南市安南區怡安路二段102號(果菜綜合市場),,,2023-12-12,120.199555,23.045435,2020121103099,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002267,,
宏益肉舖,臺南市東區崇德路304號(崇德市場),,,2023-12-12,120.222613,22.977637,2020121103100,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002273,,
瑞仁肉舖,臺南市東區崇德路304號(崇德市場),,,2023-12-12,120.222613,22.977637,2020121103101,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002280,,
當泰肉舖,臺南市東區崇德路304號(崇德市場),,,2023-12-12,120.222613,22.977637,2020121103103,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002296,,
幼綺肉品行,臺南市東區崇德路304號(崇德市場),,,2023-12-12,120.222613,22.977637,2020121103104,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002682,,
崇發肉舖,臺南市東區崇德路304號(崇德市場),,,2023-12-12,120.222613,22.977637,2020121103107,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002457,,
盛輝肉舖,臺南市東區崇德路304號(崇德市場),,,2023-12-12,120.222613,22.977637,2020121103108,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002508,,
仁和肉舖,臺南市東區崇德路304號(崇德市場),,,2023-12-12,120.222613,22.977637,2020121103109,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002524,,
佑輝肉舖,臺南市東區崇德路304號(崇德市場),,,2023-12-12,120.222613,22.977637,2020121103110,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002532,,
東泰生鮮肉品,臺南市東區崇德路304號(崇德市場),,,2023-12-12,120.222613,22.977637,2020121103111,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002543,,
國全肉舖,臺南市永康區勝利街118號之1(兵仔市場),,,2023-12-12,120.232879,23.003672,2020121103112,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002560,03:00,15:00
承全肉舖,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103113,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002571,,
清華肉舖,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103114,"2021-01-15 02:11:07",其他經本會確認全數使用臺灣豬為原料之業者,D002574,,
壽興肉舖,臺南市永康區勝學路86號,,,2023-12-12,120.232857,23.003637,2020121103115,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002693,,
力誠金肉舖,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103116,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002285,,
友發肉舖,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103117,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002303,,
肉攤,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103118,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002325,,
合興肉舖,臺南市永康區中華一路272巷12號,,,2023-12-12,120.232857,23.003637,2020121103119,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002342,,
良昌肉舖,臺南市永康區中華一路283巷2號,,,2023-12-12,120.232408,23.001607,2020121103120,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002360,,
肉攤,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103121,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002375,,
和馨肉舖,臺南市永康區勝學路212號,,,2023-12-12,120.232857,23.003637,2020121103122,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002399,,
統源肉舖,臺南市永康區勝利街116巷1號,,,2023-12-12,120.232425,23.001543,2020121103123,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002429,,
春生肉品商行,臺南市永康區中華一路283巷24號,,,2023-12-12,120.232048,23.001469,2020121103124,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002445,,
肉攤,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103125,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002468,,
富福肉舖,臺南市永康區勝利街141號,,,2023-12-12,120.232857,23.003637,2020121103126,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002271,,
永盛肉舖,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103127,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002278,,
榮允肉舖,臺南市永康區勝利街116巷6號,,,2023-12-12,120.23202,23.001107,2020121103128,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002283,,
肉攤,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103129,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002288,,
肉攤,臺南市永康區中華181巷1-7號,,,2023-12-12,120.23066,23.000971,2020121103130,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002293,,
瑞鴻肉舖,臺南市永康區中華一路232號,,,2023-12-12,120.232857,23.003637,2020121103131,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002298,,
興旺肉舖,臺南市永康區勝利街1巷39號1樓,,,2023-12-12,120.229281,23.001501,2020121103132,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002306,,
豬肉王子商號,臺南市永康區勝利街92-7號,,,2023-12-12,120.232857,23.003637,2020121103133,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002311,,
參犇肉舖,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103134,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002317,,
長祥商號,臺南市永康區勝利街118號(兵仔市場),,,2023-12-12,120.232857,23.003637,2020121103135,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002324,,
福南肉舖,臺南市安南區本原街3段85號(本淵寮市場),,,2023-12-12,120.177206,23.052948,2020121103136,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002275,,
尚豪肉舖,臺南市安南區本原街3段85號(本淵寮市場),,,2023-12-12,120.177206,23.052948,2020121103137,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002290,,
清池肉舖,臺南市安南區本原街3段85號(本淵寮市場),,,2023-12-12,120.177206,23.052948,2020121103138,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002307,,
肉攤,臺南市安南區本原街3段85號(本淵寮市場),,,2023-12-12,120.177206,23.052948,2020121103139,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002364,,
延平肉舖,臺南市北區公園路862巷19弄(延平市場),,,2023-12-12,120.213189,23.013513,2020121103140,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002372,,
港興肉舖,臺南市北區公園路862巷19弄(延平市場),,,2023-12-12,120.213189,23.013513,2020121103141,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002386,,
通發肉舖,臺南市北區公園路862巷19弄(延平市場),,,2023-12-12,120.213189,23.013513,2020121103143,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002566,,
順安肉舖,臺南市北區公園路862巷19弄(延平市場),,,2023-12-12,120.213189,23.013513,2020121103144,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002568,,
宗賢肉舖,臺南市北區公園路862巷19弄(延平市場),,,2023-12-12,120.213189,23.013513,2020121103145,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002570,,
育才肉舖,臺南市東區立德10路30巷6號(大同市場),,,2023-12-12,0,0,2020121103146,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002297,,
大林肉舖,臺南市東區立德10路30巷6號(大同市場),,,2023-12-12,0,0,2020121103147,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002308,,
秋良肉舖,臺南市東區立德10路30巷6號(大同市場),,,2023-12-12,0,0,2020121103148,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002314,,
志成肉舖,臺南市東區立德10路30巷6號(大同市場),,,2023-12-12,0,0,2020121103149,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002318,,
茂成肉舖,臺南市東區立德10路30巷6號(大同市場),,,2023-12-12,0,0,2020121103150,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002327,,
隆義企業社,臺南市東區立德10路30巷6號(大同市場),,,2023-12-12,0,0,2020121103151,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002333,,
德川肉舖,臺南市安南區城西街一段20號(土城市場),,,2023-12-12,120.129349,23.062457,2020121103152,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002335,,
義興肉舖,臺南市安南區城西街一段20號(土城市場),,,2023-12-12,120.129349,23.062457,2020121103153,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002344,,
北成肉舖,臺南市安南區城西街一段20號(土城市場),,,2023-12-12,120.129349,23.062457,2020121103154,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002352,,
平利肉舖,臺南市安南區城西街一段20號(土城市場),,,2023-12-12,120.129349,23.062457,2020121103155,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002361,,
福祿壽肉舖,臺南市安南區城西街一段20號(土城市場),,,2023-12-12,120.129349,23.062457,2020121103156,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002309,,
榮盛肉舖,臺南市安平區效忠街20之7號(安平市場),,,2023-12-12,0,0,2020121103157,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002316,,
武郎肉舖,臺南市安平區效忠街20之7號(安平市場),,,2023-12-12,0,0,2020121103158,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002322,,
三吉肉舖,臺南市安平區效忠街20之7號(安平市場),,,2023-12-12,0,0,2020121103159,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002328,,
全津肉舖,臺南市安平區效忠街20之7號(安平市場),,,2023-12-12,0,0,2020121103160,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002331,,
自由號,臺南市安平區效忠街20之7號(安平市場),,,2023-12-12,0,0,2020121103161,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002345,,
長集肉舖,臺南市安平區效忠街20之7號(安平市場),,,2023-12-12,0,0,2020121103163,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002355,,
黃政錩肉舖,桃園市桃園區力行路123號,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-12,121.302612,25.001138,2020121100519,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,C001887,04:00,12:00
隆億肉舖,臺南市北區開元路124號(開元市場),,,2023-12-12,120.21802,23.006692,2020121103164,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002350,,
羅逸卿肉舖,桃園市桃園區力行路123號,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-12,121.302612,25.001138,2020121100520,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,C001888,02:00,12:00
阿明豬肉店,桃園市桃園區力行路123號,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-12,121.302612,25.001138,2020121100521,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,C001889,05:00,14:00
簡育麒肉舖,桃園市桃園區永安路215號,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-12,121.303899,24.99817,2020121100522,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,C001890,02:00,11:30
泰安肉舖,臺南市北區開元路124號(開元市場),,,2023-12-12,120.21802,23.006692,2020121103167,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002337,,
肉攤,臺南市北區開元路124號(開元市場),,,2023-12-12,120.21802,23.006692,2020121103168,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002347,,
立冠商號,"屏東縣潮州鎮大同路200號 (果菜市場)",,,2023-12-12,120.527431,22.541961,2020121102837,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,C001594,,
阿英肉舖,臺南市北區開元路124號(開元市場),,,2023-12-12,120.21802,23.006692,2020121103170,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002373,,
光榮肉舖,臺南市北區開元路124號(開元市場),,,2023-12-12,120.21802,23.006692,2020121103173,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002404,,
麗卿號肉舖,臺南市北區北園街80巷(北園市場),,,2023-12-12,120.22326,23.012432,2020121103174,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002413,,
得發肉舖,臺南市東區東光路一段123號(後甲黃昏市場),,,2023-12-12,120.231136,22.994827,2020121103177,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002366,,
肉攤,臺南市東區東光路一段123號(後甲黃昏市場),,,2023-12-12,120.231136,22.994827,2020121103178,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002385,,
肉攤,臺南市東區東光路一段123號(後甲黃昏市場),,,2023-12-12,120.231136,22.994827,2020121103179,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002498,,
順成肉舖,臺南市東區東光路一段123號(後甲黃昏市場),,,2023-12-12,120.231136,22.994827,2020121103180,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002510,,
仲發肉舖,臺南市南區新興路533巷25弄13號(利南黃昏市場),,,2023-12-12,120.187617,22.973908,2020121103183,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002527,,
林家肉舖,臺南市南區新興路533巷25弄13號(利南黃昏市場),,,2023-12-12,120.187617,22.973908,2020121103184,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002533,,
肉攤,臺南市南區新興路533巷25弄13號(利南黃昏市場),,,2023-12-12,120.187617,22.973908,2020121103185,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002540,,
阿美肉舖,臺南市南區新孝路68號,,,2023-12-12,120.187617,22.973908,2020121103186,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002341,,
明享肉舖,臺南市東區崇德路482號(崇義黃昏市場),,,2023-12-12,120.227223,22.973773,2020121103187,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002354,,
肉攤,臺南市東區崇德路482號(崇義黃昏市場),,,2023-12-12,120.227223,22.973773,2020121103188,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002363,,
肉攤,臺南市東區崇德路482號(崇義黃昏市場),,,2023-12-12,120.227223,22.973773,2020121103189,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002378,,
吉勝肉舖,臺南市東區崇德路482號(崇義黃昏市場),,,2023-12-12,120.227223,22.973773,2020121103190,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002389,,
437豬肉舖,臺南市永康區中山南路(尚青黃昏市場),,,2023-12-12,120.226178,23.011471,2020121103191,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002401,15:00,20:00
王家豬肉,臺南市永康區中山南路(尚青黃昏市場),,,2023-12-12,120.226178,23.011471,2020121103192,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002409,15:00,20:00
啟文肉舖,臺南市新化區中正路369巷42-3號(新化市場),,,2023-12-12,120.307575,23.034479,2020121103194,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002424,,
青春商號,臺南市新化區中正路369巷42-3號(新化市場),,,2023-12-12,120.307575,23.034479,2020121103195,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002434,,
長祥商號,臺南市新化區中正路369巷42-3號(新化市場),,,2023-12-12,120.307575,23.034479,2020121103196,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002685,,
眾利商號,臺南市新化區中正路369巷42-3號(新化市場),,,2023-12-12,120.307575,23.034479,2020121103197,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002356,,
元泰肉舖,臺南市新化區中正路369巷42-3號(新化市場),,,2023-12-12,120.307575,23.034479,2020121103198,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002367,,
豬小妹,臺南市新化區中正路369巷42-3號(新化市場),,,2023-12-12,120.307575,23.034479,2020121103199,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002687,,
建翃肉舖,臺南市南區南寧街143號(建安市場),,,2023-12-12,120.196177,22.985101,2020121103200,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002381,,
秀美肉舖,臺南市南區南寧街143號(建安市場),,,2023-12-12,120.196177,22.985101,2020121103201,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002394,,
典清肉舖,臺南市南區南寧街143號(建安市場),,,2023-12-12,120.196177,22.985101,2020121103202,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002689,,
豬肉王子商號,臺南市安南區國安街157號(文賢市場),,,2023-12-12,120.18763,23.02194,2020121103206,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002349,,
博仔肉舖,臺南市南區金華路二段33巷79號(金華市場),,,2023-12-12,120.188653,22.977132,2020121103207,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002359,,
金霞肉舖,臺南市南區金華路二段33巷79號(金華市場),,,2023-12-12,120.188653,22.977132,2020121103208,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002469,,
莉潔肉舖,臺南市北區文賢路197號(第一小康市場),,,2023-12-12,120.193969,23.003561,2020121103209,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002477,,
明興肉舖,臺南市北區文賢路197號(第一小康市場),,,2023-12-12,120.193969,23.003561,2020121103210,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002525,,
啟忠畜肉舖,臺南市北區文賢路197號(第一小康市場),,,2023-12-12,120.193969,23.003561,2020121103211,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002530,,
肉攤,臺南市北區文賢路197號(第一小康市場),,,2023-12-12,120.193969,23.003561,2020121103212,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002534,,
海成肉舖,臺南市北區成功路158號(鴨母寮市場),,,2023-12-12,120.204414,22.998743,2020121103213,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002536,,
永茂肉舖,臺南市北區成功路158號(鴨母寮市場),,,2023-12-12,120.204414,22.998743,2020121103214,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002539,,
大等肉舖,臺南市北區成功路158號(鴨母寮市場),,,2023-12-12,120.204414,22.998743,2020121103215,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002544,,
何興肉舖,臺南市北區成功路158號(鴨母寮市場),,,2023-12-12,120.204414,22.998743,2020121103216,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002357,,
安泰食品,臺南市東區小東路82號(小東市場),,,2023-12-12,120.225812,22.999858,2020121103217,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002379,,
蘇家肉舖,臺南市東區小東路82號(小東市場),,,2023-12-12,120.225812,22.999858,2020121103218,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002392,,
元碧肉舖,臺南市南區塩埕北極殿市場,,,2023-12-12,0,0,2020121103219,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002403,,
塩埕肉舖,臺南市南區塩埕北極殿市場,,,2023-12-12,0,0,2020121103220,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002411,,
正義肉舖,臺南市永康區民族路(大灣市場),,,2023-12-12,120.273585,23.000737,2020121103225,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002462,,
豬豬肉攤,臺南市永康區大灣民族路174號,,,2023-12-12,0,0,2020121103227,"2021-01-19 01:32:27",其他經本會確認全數使用臺灣豬為原料之業者,D002374,,
文印肉舖,臺南市東區林森路2段192巷6號(崇晦市場),,,2023-12-12,120.224267,22.989197,2020121103228,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002384,,
肉攤,臺南市東區林森路2段192巷6號(崇晦市場),,,2023-12-12,120.224267,22.989197,2020121103229,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002402,,
合興肉舖,臺南市南區西門路一段229巷20號1樓,,,2023-12-12,120.197475,22.97569,2020121103231,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002422,,
肉攤,臺南市麻豆區中正路80之11號,,,2023-12-12,120.249616,23.185676,2020121103232,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002439,,
肉攤,臺南市麻豆區興中路55巷8號,,,2023-12-12,120.249844,23.184353,2020121103233,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002455,,
秀英肉舖,臺南市安南區安和路一段145-6號(樂成市場),,,2023-12-12,120.21437,23.028753,2020121103234,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002470,,
肉攤,臺南市安南區安和路一段145-6號(樂成市場A37攤),,,2023-12-12,120.21437,23.028753,2020121103235,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002479,,
肉攤,臺南市安南區安和路一段145-6號(樂成市場A61攤),,,2023-12-12,120.21437,23.028753,2020121103236,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002369,,
肉攤,臺南市東區城東街28號,,,2023-12-12,120.235123,22.965883,2020121103312,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002694,,
幸福肉舖,臺南市仁德區得糖路後壁厝早市80號之7,,,2023-12-12,120.224784,22.940087,2020121103238,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002377,15:00,19:00
幸福肉舖,臺南市永康區自強路29號隔壁鐵厝,,,2023-12-12,120.246439,23.024546,2020121103239,"2021-01-15 02:29:53",其他經本會確認全數使用臺灣豬為原料之業者,D002382,06:00,10:30
肉攤,臺南市將軍區長榮30號(門牌前鐵皮屋),,,2023-12-12,120.158563,23.197168,2020121103314,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002583,05:30,10:30
南文肉舖,臺南市西港區慶安路59巷17號(西港市場),,,2023-12-12,120.202333,23.12028,2020121103240,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002390,,
多喜肉舖,臺南市西港區慶安路59巷17號(西港市場),,,2023-12-12,120.202333,23.12028,2020121103241,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002400,,
肉攤,臺南市西港區慶安路59巷17號(西港市場),,,2023-12-12,120.202333,23.12028,2020121103242,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002408,,
嘉益肉舖,臺南市安南區北安路三段160號(北安利多黃昏市場),,,2023-12-12,120.203616,23.04266,2020121103243,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002414,,
肉攤,臺南市安南區北安路市場,,,2023-12-12,120.205032,23.024612,2020121103244,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002420,,
健文肉舖,臺南市永康區崑山街101號(大灣崑山市場),,,2023-12-12,120.258247,23.002282,2020121103245,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002426,,
仟豐商店,臺南市永康區國光二街70巷43號,,,2023-12-12,120.257773,23.003606,2020121103246,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002376,,
肉攤,臺南市永康區國光二街51號,,,2023-12-12,120.258066,23.002012,2020121103247,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002688,,
勝惠肉舖,臺南市永康區國光二街39號,,,2023-12-12,120.258473,23.00188,2020121103248,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002388,,
岱庭肉品,臺南市永康區崑山里崑山街183巷5號,,,2023-12-12,120.258945,23.004249,2020121103251,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002418,,
東明肉舖,臺南市北區和緯路四段426號(和緯黃昏市場),,,2023-12-12,120.18733,23.007487,2020121103252,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002396,,
吉勝肉舖,臺南市北區和緯路四段426號(和緯黃昏市場),,,2023-12-12,120.18733,23.007487,2020121103253,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002436,,
肉攤,臺南市佳里區中山路318號(佳里市場),,,2023-12-12,120.176867,23.161411,2020121103260,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002551,,
肉攤,臺南市佳里區中山路318號(佳里市場),,,2023-12-12,120.176867,23.161411,2020121103261,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002554,,
宏維商號,臺南市佳里區中山路318號(佳里市場),,,2023-12-12,120.176867,23.161411,2020121103262,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002558,,
清進號,臺南市佳里區中山路318號(佳里市場),,,2023-12-12,120.176867,23.161411,2020121103263,"2021-01-15 02:11:08",其他經本會確認全數使用臺灣豬為原料之業者,D002559,,
